#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PHGDH	SSRP1	9606.ENSP00000358417	9606.ENSP00000278412	0	0	0	0	0.118	0.271	0	0.177	0.425
PHGDH	PKM	9606.ENSP00000358417	9606.ENSP00000320171	0	0	0	0	0.100	0.103	0	0.595	0.644
PHGDH	SLC3A2	9606.ENSP00000358417	9606.ENSP00000367123	0	0	0	0	0.095	0	0	0.387	0.421
PHGDH	TKT	9606.ENSP00000358417	9606.ENSP00000391481	0.074	0	0	0	0.094	0.731	0	0.333	0.829
PIPOX	SCP2	9606.ENSP00000317721	9606.ENSP00000360569	0	0	0	0	0.064	0	0.900	0.234	0.922
PKM	TPI1	9606.ENSP00000320171	9606.ENSP00000229270	0.197	0	0	0	0.808	0	0	0.839	0.973
PKM	RPS16	9606.ENSP00000320171	9606.ENSP00000251453	0.050	0	0	0	0.103	0.365	0	0.126	0.464
PKM	RPL35	9606.ENSP00000320171	9606.ENSP00000259469	0.219	0	0	0	0.063	0.599	0	0.071	0.691
PKM	YWHAE	9606.ENSP00000320171	9606.ENSP00000264335	0	0	0	0	0.158	0.081	0	0.310	0.420
PKM	VDAC1	9606.ENSP00000320171	9606.ENSP00000265333	0	0	0	0	0.095	0.075	0	0.380	0.436
PKM	RPS11	9606.ENSP00000320171	9606.ENSP00000270625	0.219	0	0	0	0.084	0.507	0	0.212	0.684
PKM	RPS3	9606.ENSP00000320171	9606.ENSP00000278572	0.219	0	0	0	0.254	0.507	0	0.185	0.734
PKM	RPN1	9606.ENSP00000320171	9606.ENSP00000296255	0	0	0	0	0.120	0.347	0	0.078	0.424
PKM	PRDX2	9606.ENSP00000320171	9606.ENSP00000301522	0	0	0	0	0.064	0.696	0	0.190	0.749
PKM	RPS9	9606.ENSP00000320171	9606.ENSP00000302896	0.058	0	0	0	0.065	0.369	0	0.132	0.454
PKM	RPL4	9606.ENSP00000320171	9606.ENSP00000311430	0.050	0.048	0	0	0.111	0.365	0	0.175	0.502
PKM	RPL6	9606.ENSP00000320171	9606.ENSP00000403172	0.052	0	0	0	0.105	0.347	0	0.068	0.414
PKM	RPL10	9606.ENSP00000320171	9606.ENSP00000413436	0.048	0	0	0	0.105	0.349	0	0.069	0.415
PKM	PRDX6	9606.ENSP00000320171	9606.ENSP00000342026	0	0	0	0	0.067	0.293	0	0.189	0.418
PKM	RPL12	9606.ENSP00000320171	9606.ENSP00000354739	0	0	0	0	0.063	0.381	0	0.079	0.419
PKM	RPS13	9606.ENSP00000320171	9606.ENSP00000435777	0	0	0	0	0.090	0.369	0	0.073	0.421
PKM	SLC3A2	9606.ENSP00000320171	9606.ENSP00000367123	0	0	0	0	0.084	0.272	0	0.222	0.436
PKM	RPL17	9606.ENSP00000320171	9606.ENSP00000397798	0.111	0	0	0	0.082	0.368	0	0.043	0.440
PKM	RPL24	9606.ENSP00000320171	9606.ENSP00000377640	0	0	0	0	0.062	0.430	0	0	0.442
PKM	RPL7A	9606.ENSP00000320171	9606.ENSP00000361076	0	0	0	0	0.068	0.344	0	0.163	0.444
PKM	RPL26	9606.ENSP00000320171	9606.ENSP00000463784	0.135	0	0	0	0.062	0.369	0	0.066	0.457
PKM	RPS5	9606.ENSP00000320171	9606.ENSP00000472985	0	0	0	0	0.137	0.369	0	0.158	0.502
PKM	TUBB	9606.ENSP00000320171	9606.ENSP00000339001	0	0	0	0	0.169	0.285	0	0.234	0.506
PKM	RPS28	9606.ENSP00000320171	9606.ENSP00000472469	0	0	0	0	0	0.507	0	0	0.507
PKM	RPS3A	9606.ENSP00000320171	9606.ENSP00000346050	0	0	0	0	0.062	0.507	0	0	0.517
PKM	RPL30	9606.ENSP00000320171	9606.ENSP00000428085	0	0	0	0	0.065	0.507	0	0.052	0.524
PKM	SOD2	9606.ENSP00000320171	9606.ENSP00000446252	0	0	0	0	0.062	0.114	0	0.476	0.527
PKM	RPLP0	9606.ENSP00000320171	9606.ENSP00000449328	0.043	0	0	0	0.187	0.381	0	0.183	0.554
PKM	RPS18	9606.ENSP00000320171	9606.ENSP00000393241	0.044	0	0	0	0.063	0.507	0	0.127	0.563
PKM	RPS2	9606.ENSP00000320171	9606.ENSP00000341885	0.167	0	0	0	0.163	0.369	0	0.134	0.568
PKM	TPM1	9606.ENSP00000320171	9606.ENSP00000351022	0	0	0	0	0.065	0.247	0	0.439	0.570
PKM	RPL3	9606.ENSP00000320171	9606.ENSP00000346001	0.135	0	0	0	0.150	0.372	0	0.205	0.584
PKM	RPL18	9606.ENSP00000320171	9606.ENSP00000447001	0	0	0	0	0.064	0.599	0	0.212	0.678
PKM	SLC2A14	9606.ENSP00000320171	9606.ENSP00000445929	0	0	0	0	0.062	0.056	0	0.681	0.693
PKM	RPL23	9606.ENSP00000320171	9606.ENSP00000420311	0.219	0	0	0	0.064	0.607	0	0.087	0.702
PKM	SLC2A1	9606.ENSP00000320171	9606.ENSP00000416293	0	0	0	0	0.095	0.056	0	0.788	0.803
PKM	PRKACB	9606.ENSP00000320171	9606.ENSP00000359719	0	0	0	0	0.062	0.178	0.800	0.053	0.834
PKM	TKT	9606.ENSP00000320171	9606.ENSP00000391481	0.135	0	0	0	0.172	0.271	0.800	0.679	0.960
PLD3	SORL1	9606.ENSP00000387050	9606.ENSP00000260197	0	0	0	0	0	0	0	0.650	0.650
PLD3	TMEM106B	9606.ENSP00000387050	9606.ENSP00000379901	0	0	0	0	0.062	0	0	0.690	0.697
PLEC	RPS16	9606.ENSP00000323856	9606.ENSP00000251453	0	0	0	0	0.650	0.723	0	0.399	0.936
PLEC	RPL35	9606.ENSP00000323856	9606.ENSP00000259469	0	0	0	0	0.518	0.729	0	0.301	0.900
PLEC	RPS11	9606.ENSP00000323856	9606.ENSP00000270625	0	0	0	0	0.518	0.723	0	0.447	0.919
PLEC	RPS27A	9606.ENSP00000323856	9606.ENSP00000272317	0	0	0	0	0.652	0.731	0	0.304	0.929
PLEC	SLC1A2	9606.ENSP00000323856	9606.ENSP00000278379	0	0	0	0	0	0	0	0.538	0.538
PLEC	RPS3	9606.ENSP00000323856	9606.ENSP00000278572	0	0	0	0	0.539	0.740	0	0.451	0.928
PLEC	RPS9	9606.ENSP00000323856	9606.ENSP00000302896	0	0	0	0	0.652	0.728	0	0.142	0.911
PLEC	RPL4	9606.ENSP00000323856	9606.ENSP00000311430	0	0	0	0	0.652	0.731	0	0.317	0.930
PLEC	RPLP2	9606.ENSP00000323856	9606.ENSP00000322419	0	0	0	0	0.652	0.709	0	0.142	0.905
PLEC	SPTA1	9606.ENSP00000323856	9606.ENSP00000357129	0	0	0	0	0.063	0.365	0	0.147	0.448
PLEC	RPL17	9606.ENSP00000323856	9606.ENSP00000397798	0	0	0	0	0.415	0.548	0	0.143	0.753
PLEC	RPL10	9606.ENSP00000323856	9606.ENSP00000413436	0	0	0	0	0.466	0.564	0	0.142	0.782
PLEC	SPTAN1	9606.ENSP00000323856	9606.ENSP00000361824	0	0	0	0	0.137	0.590	0	0.436	0.783
PLEC	VIM	9606.ENSP00000323856	9606.ENSP00000446007	0	0	0	0	0.068	0.496	0	0.588	0.790
PLEC	RPL3	9606.ENSP00000323856	9606.ENSP00000346001	0	0	0	0	0.474	0.617	0	0.208	0.826
PLEC	RPS5	9606.ENSP00000323856	9606.ENSP00000472985	0	0	0	0	0.470	0.618	0	0.261	0.837
PLEC	RPL26	9606.ENSP00000323856	9606.ENSP00000463784	0	0	0	0	0.489	0.633	0	0.341	0.865
PLEC	RPL7A	9606.ENSP00000323856	9606.ENSP00000361076	0	0	0	0	0.499	0.746	0	0.101	0.875
PLEC	RPL23	9606.ENSP00000323856	9606.ENSP00000420311	0	0	0	0	0.518	0.731	0	0.145	0.879
PLEC	RPL10A	9606.ENSP00000323856	9606.ENSP00000363018	0	0	0	0	0.434	0.729	0	0.302	0.883
PLEC	RPLP0	9606.ENSP00000323856	9606.ENSP00000449328	0	0	0	0	0.633	0.718	0	0.071	0.895
PLEC	RPS13	9606.ENSP00000323856	9606.ENSP00000435777	0	0	0	0	0.572	0.699	0	0.302	0.902
PLEC	RPL6	9606.ENSP00000323856	9606.ENSP00000403172	0	0	0	0	0.480	0.731	0	0.392	0.907
PLEC	RPL14	9606.ENSP00000323856	9606.ENSP00000379506	0	0	0	0	0.652	0.719	0	0.188	0.913
PLEC	RPS7	9606.ENSP00000323856	9606.ENSP00000339095	0	0	0	0	0.518	0.721	0	0.421	0.915
PLEC	RPL12	9606.ENSP00000323856	9606.ENSP00000354739	0	0	0	0	0.551	0.730	0	0.359	0.915
PLEC	RPS25	9606.ENSP00000323856	9606.ENSP00000435096	0	0	0	0	0.518	0.723	0	0.431	0.917
PLEC	RPS18	9606.ENSP00000323856	9606.ENSP00000393241	0	0	0	0	0.518	0.728	0	0.444	0.920
PLEC	RPL24	9606.ENSP00000323856	9606.ENSP00000377640	0	0	0	0	0.651	0.729	0	0.255	0.923
PLEC	RPS3A	9606.ENSP00000323856	9606.ENSP00000346050	0	0	0	0	0.595	0.699	0	0.447	0.926
PLEC	RPL30	9606.ENSP00000323856	9606.ENSP00000428085	0	0	0	0	0.651	0.729	0	0.346	0.932
PLEC	RPS8	9606.ENSP00000323856	9606.ENSP00000379888	0	0	0	0	0.650	0.699	0	0.417	0.933
PLEC	RPS2	9606.ENSP00000323856	9606.ENSP00000341885	0	0	0	0	0.660	0.701	0	0.401	0.933
PLEC	RPL18	9606.ENSP00000323856	9606.ENSP00000447001	0	0	0	0	0.652	0.729	0	0.426	0.941
PLEC	RPS28	9606.ENSP00000323856	9606.ENSP00000472469	0	0	0	0	0.649	0.738	0	0.431	0.943
PLIN2	RPS27A	9606.ENSP00000276914	9606.ENSP00000272317	0	0	0	0	0	0.070	0.500	0	0.515
PLIN2	RAB18	9606.ENSP00000276914	9606.ENSP00000478479	0	0	0	0	0	0	0	0.661	0.661
PLIN3	VAMP3	9606.ENSP00000221957	9606.ENSP00000054666	0	0	0	0	0.077	0	0.800	0.186	0.836
PLIN3	RAB6A	9606.ENSP00000221957	9606.ENSP00000311449	0	0	0	0	0	0	0	0.428	0.428
PLIN3	RAB7A	9606.ENSP00000221957	9606.ENSP00000265062	0	0	0	0	0	0	0	0.459	0.459
PLIN3	RPS27A	9606.ENSP00000221957	9606.ENSP00000272317	0	0	0	0	0.081	0	0.500	0	0.520
PLIN3	RAB1A	9606.ENSP00000221957	9606.ENSP00000387286	0	0	0	0	0	0.272	0	0.406	0.549
PLIN3	RAB18	9606.ENSP00000221957	9606.ENSP00000478479	0	0	0	0	0	0	0	0.641	0.641
PLIN3	RAB9A	9606.ENSP00000221957	9606.ENSP00000420127	0	0	0	0	0	0.270	0.600	0.318	0.783
PLP1	SLC17A7	9606.ENSP00000481006	9606.ENSP00000221485	0	0	0	0	0.226	0	0	0.266	0.409
PLP1	SNAP25	9606.ENSP00000481006	9606.ENSP00000254976	0	0	0	0	0.364	0.383	0	0.325	0.712
PLP1	SYT1	9606.ENSP00000481006	9606.ENSP00000261205	0	0	0	0	0.304	0.269	0	0.287	0.605
PLP1	SYP	9606.ENSP00000481006	9606.ENSP00000263233	0	0	0	0	0.189	0.394	0	0.220	0.583
PLP1	TUBB4A	9606.ENSP00000481006	9606.ENSP00000264071	0	0	0	0	0.347	0	0	0.218	0.468
PLP1	SLC1A3	9606.ENSP00000481006	9606.ENSP00000265113	0	0	0	0	0.230	0	0	0.277	0.419
PLP1	SLC1A2	9606.ENSP00000481006	9606.ENSP00000278379	0	0	0	0	0.288	0	0	0.376	0.537
PLP1	THY1	9606.ENSP00000481006	9606.ENSP00000284240	0	0	0	0	0.315	0	0	0.266	0.476
PLP1	S100B	9606.ENSP00000481006	9606.ENSP00000291700	0	0	0	0	0.349	0	0	0.403	0.595
PLP1	SYN1	9606.ENSP00000481006	9606.ENSP00000295987	0	0	0	0	0.347	0	0	0.208	0.461
PLP1	TNR	9606.ENSP00000481006	9606.ENSP00000356646	0	0	0	0	0.605	0	0	0	0.605
PLP1	PTPRZ1	9606.ENSP00000481006	9606.ENSP00000377047	0	0	0	0	0.350	0	0	0.237	0.483
PLXNB1	RHOC	9606.ENSP00000351338	9606.ENSP00000285735	0	0	0	0	0	0.144	0.900	0.235	0.928
PLXNB1	RAP2B	9606.ENSP00000351338	9606.ENSP00000319096	0	0	0	0	0	0.163	0	0.499	0.562
PLXNB1	RAC1	9606.ENSP00000351338	9606.ENSP00000348461	0	0	0	0	0	0.297	0.600	0.319	0.792
PON2	SLC2A1	9606.ENSP00000222572	9606.ENSP00000416293	0	0	0	0	0	0	0	0.471	0.471
PON2	STOM	9606.ENSP00000222572	9606.ENSP00000286713	0	0	0	0	0	0.353	0	0.309	0.534
POTEI	RUVBL1	9606.ENSP00000392718	9606.ENSP00000318297	0	0	0	0	0.063	0.526	0	0.170	0.599
PPIA	TPI1	9606.ENSP00000419425	9606.ENSP00000229270	0	0	0	0	0.198	0.160	0	0.463	0.607
PPIA	PRDX1	9606.ENSP00000419425	9606.ENSP00000262746	0	0	0	0	0.162	0.148	0	0.490	0.605
PPIA	RAB10	9606.ENSP00000419425	9606.ENSP00000264710	0	0	0	0	0	0.434	0	0	0.434
PPIA	SOD1	9606.ENSP00000419425	9606.ENSP00000270142	0	0	0	0	0.353	0.498	0	0.323	0.761
PPIA	RPS11	9606.ENSP00000419425	9606.ENSP00000270625	0	0	0	0	0.308	0.178	0	0.060	0.419
PPIA	S100A11	9606.ENSP00000419425	9606.ENSP00000271638	0	0	0	0	0.065	0.233	0	0.235	0.403
PPIA	RPS27A	9606.ENSP00000419425	9606.ENSP00000272317	0	0	0	0	0.228	0.176	0	0.139	0.405
PPIA	RPL4	9606.ENSP00000419425	9606.ENSP00000311430	0.042	0	0	0	0.252	0.172	0	0.314	0.539
PPIA	RPLP2	9606.ENSP00000419425	9606.ENSP00000322419	0	0	0	0	0.246	0.244	0	0.128	0.460
PPIA	PRDX6	9606.ENSP00000419425	9606.ENSP00000342026	0	0	0	0	0.113	0.101	0	0.441	0.515
PPIA	RPS3A	9606.ENSP00000419425	9606.ENSP00000346050	0	0	0	0	0.428	0.142	0	0.130	0.536
PPIA	YWHAZ	9606.ENSP00000419425	9606.ENSP00000379287	0	0	0	0	0.100	0.090	0	0.488	0.545
PPIA	VIM	9606.ENSP00000419425	9606.ENSP00000446007	0	0	0	0	0	0.282	0	0.202	0.403
PPIA	SOD2	9606.ENSP00000419425	9606.ENSP00000446252	0	0	0	0	0.062	0.399	0	0.239	0.534
PPIA	STIM1	9606.ENSP00000419425	9606.ENSP00000478059	0	0	0	0	0	0.063	0	0.566	0.576
PPIA	RPLP0	9606.ENSP00000419425	9606.ENSP00000449328	0	0	0	0	0.250	0.215	0	0.471	0.662
PPIB	PRDX1	9606.ENSP00000300026	9606.ENSP00000262746	0	0	0	0	0.190	0.227	0	0.212	0.463
PPIB	SSR3	9606.ENSP00000300026	9606.ENSP00000265044	0	0	0	0	0.393	0	0	0.112	0.439
PPIB	RPS27A	9606.ENSP00000300026	9606.ENSP00000272317	0	0	0	0	0.080	0.150	0	0.308	0.412
PPIB	SYN1	9606.ENSP00000300026	9606.ENSP00000295987	0	0	0	0	0	0	0	0.677	0.677
PPIB	RPN1	9606.ENSP00000300026	9606.ENSP00000296255	0	0	0	0	0.499	0.272	0	0.122	0.652
PPIB	RPS18	9606.ENSP00000300026	9606.ENSP00000393241	0	0	0	0	0.161	0.060	0	0.326	0.422
PPIB	RPL3	9606.ENSP00000300026	9606.ENSP00000346001	0	0	0	0	0.270	0.155	0	0.138	0.422
PPIB	RPS7	9606.ENSP00000300026	9606.ENSP00000339095	0	0	0	0	0.155	0.061	0	0.402	0.484
PPIB	PRDX4	9606.ENSP00000300026	9606.ENSP00000368646	0	0	0	0	0.359	0.383	0	0.274	0.688
PPIB	RPLP0	9606.ENSP00000300026	9606.ENSP00000449328	0	0	0	0	0.197	0.115	0	0.599	0.690
PPIB	TMED10	9606.ENSP00000300026	9606.ENSP00000303145	0	0	0	0	0.763	0	0	0.107	0.779
PPIB	SSR4	9606.ENSP00000300026	9606.ENSP00000317331	0	0	0	0	0.830	0	0	0.315	0.879
PPP1R7	PPP2CB	9606.ENSP00000234038	9606.ENSP00000221138	0	0	0	0	0.064	0.159	0	0.424	0.506
PPP1R7	VCP	9606.ENSP00000234038	9606.ENSP00000351777	0	0	0	0	0.071	0.384	0	0.702	0.815
PPP2CB	YWHAZ	9606.ENSP00000221138	9606.ENSP00000379287	0	0	0	0	0.104	0.233	0	0.225	0.421
PPP2CB	RUVBL1	9606.ENSP00000221138	9606.ENSP00000318297	0	0	0.336	0	0.107	0.105	0	0.053	0.430
PPP2CB	RPS27A	9606.ENSP00000221138	9606.ENSP00000272317	0	0	0	0	0	0.070	0.600	0	0.612
PPP2CB	PRKCA	9606.ENSP00000221138	9606.ENSP00000408695	0	0	0	0	0	0.113	0.600	0.118	0.659
PPP2CB	SKP1	9606.ENSP00000221138	9606.ENSP00000231487	0	0	0	0	0.062	0.065	0.600	0.257	0.704
PRAF2	TMED10	9606.ENSP00000451962	9606.ENSP00000303145	0	0	0	0	0.141	0	0	0.441	0.500
PRAF2	RTN4	9606.ENSP00000451962	9606.ENSP00000337838	0	0	0	0	0.062	0.131	0	0.468	0.529
PRDX1	TPI1	9606.ENSP00000262746	9606.ENSP00000229270	0.048	0	0	0	0.254	0.103	0	0.548	0.673
PRDX1	SSR1	9606.ENSP00000262746	9606.ENSP00000244763	0	0	0	0	0	0	0	0.572	0.572
PRDX1	RPS16	9606.ENSP00000262746	9606.ENSP00000251453	0	0	0	0	0.160	0.070	0	0.303	0.407
PRDX1	VDAC3	9606.ENSP00000262746	9606.ENSP00000428845	0	0	0	0	0.255	0	0	0.230	0.402
PRDX1	VDAC2	9606.ENSP00000262746	9606.ENSP00000361635	0	0	0	0	0.215	0	0	0.302	0.429
PRDX1	VDAC1	9606.ENSP00000262746	9606.ENSP00000265333	0	0	0	0	0.226	0	0	0.321	0.452
PRDX1	PRDX4	9606.ENSP00000262746	9606.ENSP00000368646	0	0	0.449	0.970	0.198	0.323	0	0.819	0.455
PRDX1	TKT	9606.ENSP00000262746	9606.ENSP00000391481	0.052	0	0	0	0.124	0.282	0	0.313	0.536
PRDX1	PRDX6	9606.ENSP00000262746	9606.ENSP00000342026	0	0	0.297	0.732	0.144	0.302	0	0.812	0.546
PRDX1	SOD2	9606.ENSP00000262746	9606.ENSP00000446252	0.154	0	0	0	0.112	0	0	0.664	0.726
PRDX1	PRDX2	9606.ENSP00000262746	9606.ENSP00000301522	0	0	0.449	0.979	0.101	0.885	0.500	0.860	0.945
PRDX1	SOD1	9606.ENSP00000262746	9606.ENSP00000270142	0	0	0	0	0.600	0.705	0	0.705	0.962
PRDX2	TPI1	9606.ENSP00000301522	9606.ENSP00000229270	0.048	0	0	0	0.219	0.319	0	0.543	0.737
PRDX2	SLC4A1	9606.ENSP00000301522	9606.ENSP00000262418	0	0	0	0	0.089	0	0	0.375	0.407
PRDX2	YWHAE	9606.ENSP00000301522	9606.ENSP00000264335	0	0	0	0	0.090	0.084	0	0.364	0.423
PRDX2	VDAC1	9606.ENSP00000301522	9606.ENSP00000265333	0	0	0	0	0.158	0	0	0.317	0.400
PRDX2	SOD1	9606.ENSP00000301522	9606.ENSP00000270142	0	0	0	0	0.274	0.708	0	0.650	0.919
PRDX2	UCHL1	9606.ENSP00000301522	9606.ENSP00000284440	0	0	0	0	0.064	0	0	0.699	0.706
PRDX2	YWHAZ	9606.ENSP00000301522	9606.ENSP00000379287	0	0	0	0	0.063	0.168	0	0.309	0.414
PRDX2	STXBP3	9606.ENSP00000301522	9606.ENSP00000359025	0	0	0	0	0	0	0	0.492	0.492
PRDX2	SOD2	9606.ENSP00000301522	9606.ENSP00000446252	0.154	0	0	0	0.112	0	0	0.628	0.696
PRDX2	PRDX6	9606.ENSP00000301522	9606.ENSP00000342026	0	0	0.292	0.730	0.119	0.748	0	0.784	0.830
PRDX2	RTN4	9606.ENSP00000301522	9606.ENSP00000337838	0	0	0	0	0.064	0	0	0.882	0.885
PRDX4	TPI1	9606.ENSP00000368646	9606.ENSP00000229270	0.048	0	0	0	0.211	0.103	0	0.368	0.517
PRDX4	SOD1	9606.ENSP00000368646	9606.ENSP00000270142	0	0	0	0	0.221	0.082	0	0.579	0.673
PRDX4	PRDX6	9606.ENSP00000368646	9606.ENSP00000342026	0	0	0.304	0.656	0.144	0.082	0	0.742	0.444
PRDX4	SOD2	9606.ENSP00000368646	9606.ENSP00000446252	0.154	0	0	0	0.112	0	0	0.541	0.625
PRDX6	TPI1	9606.ENSP00000342026	9606.ENSP00000229270	0.048	0	0	0	0.169	0.364	0	0.551	0.744
PRDX6	YWHAE	9606.ENSP00000342026	9606.ENSP00000264335	0	0	0	0	0.105	0.299	0	0.760	0.837
PRDX6	RAB10	9606.ENSP00000342026	9606.ENSP00000264710	0	0	0	0	0.046	0.436	0	0.043	0.440
PRDX6	SOD1	9606.ENSP00000342026	9606.ENSP00000270142	0	0	0	0	0.136	0.152	0	0.636	0.711
PRDX6	SLC1A2	9606.ENSP00000342026	9606.ENSP00000278379	0.042	0	0	0	0	0	0	0.412	0.412
PRDX6	RAB8A	9606.ENSP00000342026	9606.ENSP00000300935	0	0	0	0	0	0.436	0	0.043	0.437
PRDX6	RAB8B	9606.ENSP00000342026	9606.ENSP00000312734	0	0	0	0	0	0.436	0	0.043	0.437
PRDX6	RCN2	9606.ENSP00000342026	9606.ENSP00000319739	0	0	0	0	0.048	0	0	0.488	0.493
PRDX6	SOD2	9606.ENSP00000342026	9606.ENSP00000446252	0.154	0	0	0	0.233	0	0	0.686	0.778
PRKACB	SLC9A3R1	9606.ENSP00000359719	9606.ENSP00000262613	0	0	0	0	0.062	0	0.900	0.059	0.904
PRKACB	PRKAR2B	9606.ENSP00000359719	9606.ENSP00000265717	0	0.007	0	0	0.379	0.887	0.900	0.789	0.998
PRKACB	RHOC	9606.ENSP00000359719	9606.ENSP00000285735	0	0	0	0	0.062	0.148	0.900	0.089	0.917
PRKACB	VAPA	9606.ENSP00000359719	9606.ENSP00000345656	0	0	0	0	0.062	0.481	0	0.173	0.562
PRKACB	STMN1	9606.ENSP00000359719	9606.ENSP00000410452	0	0	0	0	0.065	0	0.900	0.123	0.910
PRKACB	PRKAR1A	9606.ENSP00000359719	9606.ENSP00000376475	0	0.022	0	0	0.360	0.918	0.900	0.814	0.998
PRKAR1A	SLC9A3R1	9606.ENSP00000376475	9606.ENSP00000262613	0	0	0	0	0	0.056	0.900	0.125	0.910
PRKAR1A	PRKAR2B	9606.ENSP00000376475	9606.ENSP00000265717	0	0	0	0.859	0.065	0.538	0.900	0.851	0.958
PRKAR1A	YWHAZ	9606.ENSP00000376475	9606.ENSP00000379287	0	0	0	0	0.161	0.270	0	0.144	0.430
PRKAR1A	STMN1	9606.ENSP00000376475	9606.ENSP00000410452	0	0	0	0	0.065	0	0.900	0.105	0.909
PRKAR2B	SYPL1	9606.ENSP00000265717	9606.ENSP00000011473	0	0	0	0	0.062	0	0	0.418	0.431
PRKAR2B	SLC9A3R1	9606.ENSP00000265717	9606.ENSP00000262613	0	0	0	0	0	0.056	0.900	0.061	0.903
PRKAR2B	STMN1	9606.ENSP00000265717	9606.ENSP00000410452	0	0	0	0	0.062	0	0.900	0.048	0.902
PRKCA	SLC17A7	9606.ENSP00000408695	9606.ENSP00000221485	0	0	0	0	0.062	0	0	0.391	0.404
PRKCA	VTN	9606.ENSP00000408695	9606.ENSP00000226218	0	0	0	0	0.062	0.270	0	0.234	0.429
PRKCA	SDCBP	9606.ENSP00000408695	9606.ENSP00000260130	0	0	0	0	0	0	0	0.504	0.504
PRKCA	SLC9A3R1	9606.ENSP00000408695	9606.ENSP00000262613	0	0	0	0	0.049	0.374	0.800	0.273	0.901
PRKCA	YWHAE	9606.ENSP00000408695	9606.ENSP00000264335	0	0	0	0	0	0	0.900	0.147	0.911
PRKCA	RAC1	9606.ENSP00000408695	9606.ENSP00000348461	0	0	0	0	0	0.470	0.900	0.370	0.963
PRKCA	RAB4A	9606.ENSP00000408695	9606.ENSP00000355651	0	0	0	0	0	0	0.900	0.157	0.912
PRKCA	STXBP3	9606.ENSP00000408695	9606.ENSP00000359025	0	0	0	0	0	0.272	0.900	0.219	0.938
PRKCA	STXBP1	9606.ENSP00000408695	9606.ENSP00000362399	0	0	0	0	0.062	0.522	0	0.139	0.580
PRKCA	YWHAQ	9606.ENSP00000408695	9606.ENSP00000371267	0	0	0	0	0	0	0.900	0.225	0.919
PRKCA	YWHAZ	9606.ENSP00000408695	9606.ENSP00000379287	0	0	0	0	0.052	0.270	0.900	0.177	0.935
PRKCA	PTGES3	9606.ENSP00000408695	9606.ENSP00000482075	0	0	0	0	0	0	0.900	0.079	0.903
PRKCSH	UGGT1	9606.ENSP00000466134	9606.ENSP00000259253	0	0	0	0	0.064	0	0	0.677	0.684
PRSS1	SERPINA1	9606.ENSP00000308720	9606.ENSP00000416066	0	0	0	0	0.093	0.277	0	0.676	0.769
PSAP	SORT1	9606.ENSP00000378394	9606.ENSP00000256637	0	0	0	0	0.065	0.182	0	0.976	0.981
PSAP	RPN1	9606.ENSP00000378394	9606.ENSP00000296255	0	0	0	0	0.062	0	0	0.431	0.443
PSAP	TPP1	9606.ENSP00000378394	9606.ENSP00000299427	0	0	0	0	0.125	0	0	0.407	0.459
PSAP	TMEM106B	9606.ENSP00000378394	9606.ENSP00000379901	0	0	0	0	0.062	0	0	0.464	0.476
PTGDS	TTR	9606.ENSP00000360687	9606.ENSP00000237014	0	0	0	0	0.090	0	0	0.617	0.637
PTGDS	TNC	9606.ENSP00000360687	9606.ENSP00000265131	0	0	0	0	0	0	0	0.435	0.435
PTGDS	SERPINA1	9606.ENSP00000360687	9606.ENSP00000416066	0	0	0	0	0.060	0.119	0	0.335	0.401
PTGDS	TPRG1L	9606.ENSP00000360687	9606.ENSP00000367595	0	0	0	0	0.066	0.400	0	0	0.415
PTGDS	SPARCL1	9606.ENSP00000360687	9606.ENSP00000414856	0	0	0	0	0.374	0	0	0.150	0.445
PTGDS	SPP1	9606.ENSP00000360687	9606.ENSP00000378517	0	0	0	0	0.088	0	0	0.433	0.460
PTGDS	PTGES3	9606.ENSP00000360687	9606.ENSP00000482075	0	0	0	0	0	0	0.900	0.478	0.945
PTGES3	SKP1	9606.ENSP00000482075	9606.ENSP00000231487	0	0	0	0	0.199	0	0	0.460	0.549
PTGES3	UQCRC2	9606.ENSP00000482075	9606.ENSP00000268379	0	0	0	0	0.569	0	0	0	0.569
PTGES3	SRP9	9606.ENSP00000482075	9606.ENSP00000305230	0	0	0	0	0.181	0.271	0	0.084	0.405
PTGES3	RPL4	9606.ENSP00000482075	9606.ENSP00000311430	0	0	0	0	0.414	0.199	0	0	0.511
PTGES3	RUVBL1	9606.ENSP00000482075	9606.ENSP00000318297	0	0	0	0	0.230	0	0	0.494	0.594
PTGES3	RPLP2	9606.ENSP00000482075	9606.ENSP00000322419	0	0	0	0	0.443	0	0	0.090	0.472
PTGES3	RPS2	9606.ENSP00000482075	9606.ENSP00000341885	0	0	0	0	0.345	0	0	0.141	0.414
PTGES3	VCP	9606.ENSP00000482075	9606.ENSP00000351777	0	0	0	0	0.089	0.674	0.800	0.259	0.950
PTGES3	RPL14	9606.ENSP00000482075	9606.ENSP00000379506	0	0	0	0	0.360	0.130	0	0	0.419
PTGES3	RPL23	9606.ENSP00000482075	9606.ENSP00000420311	0	0	0	0	0.405	0.105	0	0.114	0.487
PTGES3	RPS13	9606.ENSP00000482075	9606.ENSP00000435777	0	0	0	0	0.461	0	0	0	0.461
